id,term,english,category,alphabet_index,korean_initial,definition,detailed_explanation,related_concepts,source_files,exam_note,bok_appeared,importance,difficulty,concept_image_url,concept_image_alt,known_status,last_reviewed,review_count
CS-436,빅오 표기법,Big O Notation,자료구조·알고리즘,#,ㅂ,빅오 표기법은 입력 크기가 커질 때 알고리즘 비용의 상한 증가율을 상수와 낮은 차수 항을 제외해 비교하는 수학적 표기입니다.,"의미: 빅오 표기법은 정확한 실행 시간이 아니라 n이 충분히 커질 때 최악 또는 상한으로 볼 수 있는 성장률을 나타냅니다. O(1), O(log n), O(n), O(n log n), O(n²)처럼 표현하며, 같은 빅오라도 상수 계수와 캐시 효과 때문에 실제 성능은 다를 수 있습니다. 활용: 코딩 테스트와 시스템 설계에서 입력 규모가 커질 때 가능한 알고리즘을 거르는 기준입니다. 평균·최악·공간 복잡도 중 무엇을 말하는지 명확히 해야 하며, 금융 배치처럼 데이터가 커지는 업무에서 특히 중요합니다.","[[시간 복잡도]], [[공간 복잡도]], [[NP-완전]], [[자료구조]]",보강 개념(페이지 직접 언급 없음),"자료구조·알고리즘 문제에서는 빅오 표기법의 정의만 쓰지 말고 관련 개념(시간 복잡도, 공간 복잡도, NP-완전)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-436.svg,"빅오 표기법(자료구조·알고리즘)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 시간 복잡도, 공간 복잡도, NP-완전",,,0
CS-437,사가 패턴,Saga Pattern,클라우드·분산시스템,#,ㅅ,사가 패턴은 긴 분산 업무를 여러 로컬 트랜잭션과 보상 작업으로 나누어 최종적으로 정합성을 맞추는 패턴입니다.,"의미: 사가 패턴은 각 서비스가 자신의 DB에서 로컬 트랜잭션을 커밋하고, 다음 단계가 실패하면 이미 완료된 단계를 취소하거나 보정하는 보상 트랜잭션을 실행한다. 2PC처럼 모든 참여자를 잠그지 않는 대신 중간 상태와 보상 실패를 다뤄야 한다. 활용: 주문, 결제, 배송, 포인트 적립처럼 마이크로서비스 간 긴 업무 흐름에 적합하다. 오케스트레이션 방식은 중앙 조정자가 순서를 관리하고, 코레오그래피 방식은 이벤트로 연결한다. 금융권에서는 보상 가능 여부와 감사 로그, 멱등성을 반드시 설계해야 한다.","[[분산 트랜잭션]], [[2PC]], [[멱등성]], [[장애 격리]], [[분산 시스템]]",보강 개념(페이지 직접 언급 없음),"클라우드·분산시스템 문제에서는 사가 패턴의 정의만 쓰지 말고 관련 개념(분산 트랜잭션, 2PC, 멱등성)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,상,/api/concept-images/CS-437.svg,"사가 패턴(클라우드·분산시스템)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 분산 트랜잭션, 2PC, 멱등성",,,0
CS-438,삽입 정렬,Insertion Sort,자료구조·알고리즘,#,ㅅ,"삽입 정렬은 앞쪽의 정렬된 구간에 새 원소를 알맞은 위치로 끼워 넣는 방식으로, 작은 입력과 거의 정렬된 데이터에 강합니다.","의미: 삽입 정렬은 두 번째 원소부터 시작해 현재 원소를 임시 저장하고, 앞의 큰 원소들을 뒤로 밀며 삽입 위치를 찾습니다. 평균·최악 시간복잡도는 O(n²)이지만 이미 정렬된 입력은 O(n)이고 안정 정렬이며 제자리 정렬입니다. 활용: 작은 배열, 실시간으로 조금씩 들어오는 데이터, 복합 정렬 알고리즘의 작은 구간 처리에 쓰입니다. 선택 정렬보다 교환 횟수가 상황에 따라 적고, 버블 정렬보다 거의 정렬된 데이터에서 실용적이라는 비교가 좋습니다.","[[버블 정렬]], [[선택 정렬]], [[병합 정렬]], [[퀵 정렬]], [[시간 복잡도]]",09-03-정렬과-탐색.md; 05-04-금융결제원-기출.md; 04-05-자료구조-알고리즘-DB-금융IT.md,"자료구조·알고리즘 문제에서는 삽입 정렬의 정의만 쓰지 말고 관련 개념(버블 정렬, 선택 정렬, 병합 정렬)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,하,/api/concept-images/CS-438.svg,"삽입 정렬(자료구조·알고리즘)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 버블 정렬, 선택 정렬, 병합 정렬",,,0
CS-439,상대 주소 지정,Relative Addressing,컴퓨터구조,#,ㅅ,상대 주소 지정은 명령어에 포함된 변위값을 기준 레지스터나 프로그램 카운터 값에 더해 실제 유효 주소를 계산해 재배치를 쉽게 하는 방식입니다.,의미: 상대 주소 지정은 절대 주소를 명령어에 직접 쓰지 않고 현재 위치나 기준 주소에서 떨어진 거리로 피연산자나 분기 대상을 표현합니다. PC-relative addressing은 분기 명령과 위치 독립 코드에서 자주 사용됩니다. 활용: 상대 주소 지정은 프로그램이 메모리의 어느 위치에 적재되어도 동작하기 쉬워 재배치와 공유 라이브러리에 유리합니다. 직접 주소 지정보다 주소 범위는 변위 비트 수에 제한되지만 코드 이동성이 좋습니다. 금융권 서버에서 ASLR 같은 보안 기법도 고정 절대 주소 의존을 줄이는 개념과 연결해 설명할 수 있습니다.,"[[직접 주소 지정]], [[간접 주소 지정]], [[캐시]], [[캐시 히트]], [[CPU]]",보강 개념(페이지 직접 언급 없음),"컴퓨터구조 문제에서는 상대 주소 지정의 정의만 쓰지 말고 관련 개념(직접 주소 지정, 간접 주소 지정, 캐시)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,중,/api/concept-images/CS-439.svg,"상대 주소 지정(컴퓨터구조)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 직접 주소 지정, 간접 주소 지정, 캐시",,,0
CS-440,상수,Constant,프로그래밍 언어,#,ㅅ,"상수는 한 번 정해진 뒤 변경하지 않도록 제한한 이름 있는 값으로, 의미 있는 고정값을 안전하게 공유하고 실수를 줄입니다.","의미: 상수는 리터럴에 이름을 붙여 코드 의도를 드러내고, 재할당이나 변경을 막아 예기치 않은 상태 변화를 줄입니다. 언어에 따라 컴파일타임 상수, 런타임 불변 참조, 열거형 값처럼 구현 방식이 다릅니다. 활용: 수수료율, 제한값, 상태 코드, 설정 키처럼 반복 사용되는 고정값에 사용합니다. 금융 로직에서는 하드코딩된 숫자보다 검토와 변경 이력이 쉬우며, 객체 참조 상수의 경우 내부 객체까지 불변인지 확인해야 합니다.","[[약한 타입]], [[변수]], [[포인터]], [[참조]], [[컴파일러]]",14-3-명령어-세트.md,"프로그래밍 언어 문제에서는 상수의 정의만 쓰지 말고 관련 개념(약한 타입, 변수, 포인터)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,하,/api/concept-images/CS-440.svg,"상수(프로그래밍 언어)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 약한 타입, 변수, 포인터",,,0
CS-441,상호배제,Mutual Exclusion,운영체제,#,ㅅ,상호배제는 여러 실행 흐름이 공유 자원의 임계구역을 동시에 실행하지 못하게 해 데이터 불일치와 경쟁 조건을 방지하는 동기화 원칙입니다.,"의미: 상호배제는 공유 변수, 파일, 장치 같은 자원을 한 시점에 하나의 프로세스나 스레드만 수정하도록 제한하는 조건입니다. 뮤텍스, 세마포어, 모니터, 스핀락 등이 이를 구현하는 도구입니다. 활용: 상호배제는 정확성을 위해 필요하지만 과도하면 병렬성이 줄고 데드락 위험이 커집니다. 임계구역을 짧게 유지하고 락 순서를 일관되게 해야 합니다. 금융 거래 처리에서는 잔액 갱신 같은 원자성이 필요한 구간에 상호배제를 적용하되, 읽기 많은 데이터는 읽기-쓰기 락이나 MVCC 같은 대안을 검토합니다.","[[에이징]], [[임계구역]], [[세마포어]], [[뮤텍스]], [[프로세스]]",05-02-기업은행-기출.md; 06-03-동기화와-교착상태.md,"운영체제 문제에서는 상호배제의 정의만 쓰지 말고 관련 개념(에이징, 임계구역, 세마포어)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-441.svg,"상호배제(운영체제)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 에이징, 임계구역, 세마포어",,,0
CS-442,상호배제 조건,Mutual Exclusion Condition,운영체제,#,ㅅ,"상호배제 조건은 데드락의 필요 조건 중 하나로, 어떤 자원이 동시에 여러 프로세스에 공유될 수 없어 한 번에 하나만 사용할 수 있는 상태를 말합니다.","의미: 상호배제 조건은 프린터, 파일 쓰기 락, 뮤텍스처럼 공유 불가능하거나 배타적으로 보호해야 하는 자원이 존재할 때 성립합니다. 이 조건이 없으면 여러 프로세스가 동시에 자원을 사용하므로 해당 자원 때문에 데드락이 생기지 않습니다. 활용: 데드락 네 조건 중 하나지만 모든 자원을 공유 가능하게 만들 수는 없습니다. 계좌 잔액 갱신처럼 일관성이 필요한 자원은 배타성이 필요합니다. 금융권 설계에서는 상호배제를 없애기보다 불변 데이터, 큐잉, optimistic locking, 트랜잭션 순서화로 배타 구간을 줄이는 접근이 현실적입니다.","[[식사하는 철학자 문제]], [[교착상태]], [[점유대기 조건]], [[비선점 조건]], [[프로세스]]",보강 개념(페이지 직접 언급 없음),"운영체제 문제에서는 상호배제 조건의 정의만 쓰지 말고 관련 개념(식사하는 철학자 문제, 교착상태, 점유대기 조건)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-442.svg,"상호배제 조건(운영체제)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 식사하는 철학자 문제, 교착상태, 점유대기 조건",,,0
CS-443,생산자-소비자 문제,Producer-Consumer Problem,운영체제,#,ㅅ,생산자-소비자 문제는 생산자가 버퍼에 데이터를 넣고 소비자가 꺼낼 때 버퍼 크기와 동시 접근을 안전하게 조절해야 하는 고전적 동기화 문제입니다.,"의미: 생산자-소비자 문제는 공유 버퍼가 비었을 때 소비자가 기다리고, 가득 찼을 때 생산자가 기다리며, 버퍼 조작 자체는 상호배제로 보호해야 하는 상황입니다. 세마포어, 뮤텍스, 조건 변수로 해결합니다. 활용: 이 문제는 메시지 큐, 로그 파이프라인, 이벤트 처리기의 기본 모델입니다. 버퍼가 너무 작으면 처리량이 낮고, 너무 크면 지연과 메모리 사용이 증가합니다. 금융권에서는 주문 이벤트, 거래 로그, 배치 작업 큐에서 backpressure와 유실 방지, 순서 보장, 장애 시 재처리 정책까지 함께 설계해야 합니다.","[[스핀락]], [[바쁜 대기]], [[식사하는 철학자 문제]], [[교착상태]], [[프로세스]]",06-03-동기화와-교착상태.md,"운영체제 문제에서는 생산자-소비자 문제의 정의만 쓰지 말고 관련 개념(스핀락, 바쁜 대기, 식사하는 철학자 문제)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,상,/api/concept-images/CS-443.svg,"생산자-소비자 문제(운영체제)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 스핀락, 바쁜 대기, 식사하는 철학자 문제",,,0
CS-444,생성자,Constructor,프로그래밍 언어,#,ㅅ,생성자는 객체가 만들어질 때 필요한 초기 상태와 불변 조건을 설정해 사용 가능한 인스턴스로 만드는 특별한 초기화 메서드입니다.,"의미: 생성자는 클래스 이름이나 전용 문법으로 정의되며 객체 생성 시 자동 호출되어 필드 초기화, 의존성 주입, 유효성 검사를 수행합니다. 반환값을 직접 지정하지 않는 경우가 많고, 오버로딩으로 여러 초기화 경로를 제공할 수 있습니다. 활용: 계좌 객체의 계좌번호·잔액 검증처럼 생성 순간부터 잘못된 상태가 존재하지 않게 만드는 데 중요합니다. 생성자에서 무거운 I/O나 예외가 많은 작업을 수행하면 테스트와 오류 처리가 어려워 팩토리나 빌더와 비교해 선택합니다.","[[인터페이스]], [[추상 클래스]], [[소멸자]], [[예외 처리]], [[컴파일러]]",05-03-대구은행-기출.md,"프로그래밍 언어 문제에서는 생성자의 정의만 쓰지 말고 관련 개념(인터페이스, 추상 클래스, 소멸자)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,하,/api/concept-images/CS-444.svg,"생성자(프로그래밍 언어)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 인터페이스, 추상 클래스, 소멸자",,,0
CS-445,서브넷 마스크,Subnet Mask,네트워크,#,ㅅ,서브넷 마스크는 IP 주소에서 네트워크 부분과 호스트 부분을 구분해 같은 서브넷 여부와 라우팅 범위를 판단하게 하는 값입니다.,"의미: 서브넷 마스크는 IPv4 주소의 각 비트가 네트워크 식별에 쓰이는지 호스트 식별에 쓰이는지를 나타냅니다. 255.255.255.0은 /24와 같은 의미로, 앞 24비트가 네트워크 부분임을 뜻합니다. 활용: 호스트는 목적지 IP가 같은 서브넷인지 계산해 직접 ARP로 보낼지, 기본 게이트웨이로 보낼지 결정합니다. 마스크 설정이 틀리면 같은 망 장비를 원격망으로 오인하거나 반대로 게이트웨이를 거치지 않아 통신 장애가 생깁니다. CIDR은 서브넷 마스크를 프리픽스 길이로 간결하게 표현한 방식입니다. 금융권 망 설계에서는 업무별 대역 분리, 방화벽 정책 범위, 라우팅 요약과 직접 연결됩니다.","[[IPv6]], [[서브넷]], [[CIDR]], [[라우팅]], [[TCP]]",05-08-산업은행-기출.md; 05-14-01-한국은행-2019-컴퓨터공학-학술-파트-I.md; 05-11-네트워크-기출-모음.md,"네트워크 문제에서는 서브넷 마스크의 정의만 쓰지 말고 관련 개념(IPv6, 서브넷, CIDR)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,상,중,/api/concept-images/CS-445.svg,"서브넷 마스크(네트워크)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: IPv6, 서브넷, CIDR",,,0
CS-446,서브쿼리,Subquery,데이터베이스,#,ㅅ,"서브쿼리는 SQL 문 내부에 포함된 또 다른 SELECT로, 중간 결과를 조건·집합·파생 테이블로 사용해 복잡한 질의를 표현합니다.","의미: 서브쿼리는 외부 쿼리 안에서 실행되는 중첩 질의다. 단일 값, 여러 행, 여러 열, 또는 FROM 절의 파생 테이블 형태로 쓰이며, 외부 쿼리 컬럼을 참조하면 상관 서브쿼리가 된다. 활용: 평균 잔액보다 큰 계좌 찾기, 거래가 존재하는 고객만 조회하기 같은 조건에 편리하다. 다만 상관 서브쿼리는 행마다 반복 실행될 수 있어 성능이 나빠질 수 있으며, EXISTS, IN, JOIN 중 어떤 표현이 적합한지 실행 계획을 확인해야 한다. NULL이 섞인 NOT IN은 예상과 다른 결과를 낼 수 있다.","[[ORDER BY]], [[JOIN]], [[뷰]], [[저장 프로시저]], [[SQL]]",02-01-기본-전제와-일정.md; 13-SQL-코딩.md; 13-01-02-JOIN-서브쿼리.md,"데이터베이스 문제에서는 서브쿼리의 정의만 쓰지 말고 관련 개념(ORDER BY, JOIN, 뷰)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,중,/api/concept-images/CS-446.svg,"서브쿼리(데이터베이스)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: ORDER BY, JOIN, 뷰",,,0
CS-447,서비스 메시,Service Mesh,클라우드·분산시스템,#,ㅅ,"서비스 메시는 서비스 간 통신을 사이드카나 프록시 계층으로 관리해 보안, 라우팅, 관측성을 애플리케이션 밖에서 제공하는 인프라입니다.","의미: 서비스 메시는 마이크로서비스 간 호출에 mTLS, 재시도, 타임아웃, 트래픽 분할, 메트릭 수집을 공통 계층으로 적용한다. API 게이트웨이가 외부 진입점에 가깝다면 서비스 메시는 내부 서비스 간 동서 트래픽을 주로 다룬다. 활용: Kubernetes 환경에서 배포별 트래픽 전환, 서비스 간 암호화, 호출 추적 표준화에 유용하다. 하지만 사이드카 오버헤드와 운영 복잡도가 있으며, 애플리케이션 장애 설계를 대신하지 않는다. 작은 서비스 수에서는 비용이 이익보다 클 수 있어 도입 기준이 필요하다.","[[마이크로서비스]], [[API 게이트웨이]], [[분산 시스템]], [[CAP 정리]], [[컨테이너]]",보강 개념(페이지 직접 언급 없음),"클라우드·분산시스템 문제에서는 서비스 메시의 정의만 쓰지 말고 관련 개념(마이크로서비스, API 게이트웨이, 분산 시스템)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,상,/api/concept-images/CS-447.svg,"서비스 메시(클라우드·분산시스템)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 마이크로서비스, API 게이트웨이, 분산 시스템",,,0
CS-448,선점형 스케줄링,Preemptive Scheduling,운영체제,#,ㅅ,선점형 스케줄링은 타이머 인터럽트나 더 높은 우선순위 작업 도착 시 운영체제가 실행 중인 프로세스의 CPU를 회수할 수 있는 방식입니다.,"의미: 선점형 스케줄링은 실행 중인 프로세스가 자발적으로 멈추지 않아도 커널이 CPU를 빼앗아 다른 프로세스에 배정할 수 있습니다. Round Robin, SRTF, 선점 우선순위 스케줄링이 대표적이며 문맥 교환을 전제로 합니다. 활용: 장점은 응답성과 공정성이고, 단점은 전환 비용과 공유 데이터 동기화 부담입니다. 커널 자료구조도 선점 상황을 고려해 보호해야 합니다. 금융권 온라인 시스템에서는 긴 계산이 짧은 거래 요청을 막지 않도록 선점성이 중요하지만, 락을 잡은 상태에서 선점되면 지연 전파가 생길 수 있어 임계구역 설계가 중요합니다.","[[단기 스케줄러]], [[중기 스케줄러]], [[비선점형 스케줄링]], [[FCFS]], [[프로세스]]",05-08-산업은행-기출.md; 06-02-02-선점형과-비선점형.md; 05-14-21-한국은행-2025-컴퓨터공학-학술-11-운영체제-교착상태와-스케줄링.md,"운영체제 문제에서는 선점형 스케줄링의 정의만 쓰지 말고 관련 개념(단기 스케줄러, 중기 스케줄러, 비선점형 스케줄링)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,상,중,/api/concept-images/CS-448.svg,"선점형 스케줄링(운영체제)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 단기 스케줄러, 중기 스케줄러, 비선점형 스케줄링",,,0
CS-449,선택 정렬,Selection Sort,자료구조·알고리즘,#,ㅅ,선택 정렬은 남은 구간에서 최솟값이나 최댓값을 찾아 현재 위치와 교환하는 단순한 제자리 비교 정렬입니다.,"의미: 선택 정렬은 i번째 위치에 들어갈 원소를 뒤쪽 미정렬 구간에서 선형 탐색으로 찾고 한 번 교환합니다. 비교 횟수는 항상 O(n²)이지만 교환 횟수는 O(n)으로 적으며, 일반 구현은 안정성을 보장하지 않습니다. 활용: 데이터 이동 비용이 비교보다 비싼 작은 입력에서 개념적으로 설명할 수 있지만, 실무 정렬에는 거의 쓰이지 않습니다. 삽입 정렬은 거의 정렬된 입력에서 빠르고, 버블 정렬은 인접 교환을 반복한다는 차이를 면접에서 구분하면 좋습니다.","[[정렬]], [[버블 정렬]], [[삽입 정렬]], [[병합 정렬]], [[시간 복잡도]]",04-05-자료구조-알고리즘-DB-금융IT.md,"자료구조·알고리즘 문제에서는 선택 정렬의 정의만 쓰지 말고 관련 개념(정렬, 버블 정렬, 삽입 정렬)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,하,/api/concept-images/CS-449.svg,"선택 정렬(자료구조·알고리즘)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 정렬, 버블 정렬, 삽입 정렬",,,0
CS-450,선형 회귀,Linear Regression,인공지능·데이터,#,ㅅ,선형 회귀는 입력 특성의 선형 결합으로 연속 목표값을 예측하고 계수를 통해 영향 방향과 크기를 해석하는 회귀 모델입니다.,"의미: 선형 회귀는 목표값이 특성들의 가중합과 오차로 표현된다고 가정한다. 계수는 다른 특성이 같을 때 해당 특성이 목표값에 미치는 평균적 변화를 의미하며, 해석 가능성이 높다. 활용: 수요, 처리 시간, 손실 금액 같은 연속값 예측의 기준 모델로 적합하다. 잔차의 패턴, 이상치, 다중공선성, 선형성 가정을 확인해야 하며 범주 예측에는 로지스틱 회귀를 사용한다. 결정 트리나 랜덤 포레스트보다 복잡한 비선형 관계 표현은 약하지만 설명과 감사에는 유리하다.","[[군집화]], [[차원 축소]], [[로지스틱 회귀]], [[결정 트리]], [[머신러닝]]",04-01-빅데이터-블록체인-머신러닝.md; 05-14-08-한국은행-2023-컴퓨터공학-학술-파트-I.md,"인공지능·데이터 문제에서는 선형 회귀의 정의만 쓰지 말고 관련 개념(군집화, 차원 축소, 로지스틱 회귀)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,중,중,/api/concept-images/CS-450.svg,"선형 회귀(인공지능·데이터)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 군집화, 차원 축소, 로지스틱 회귀",,,0
CS-451,세그멘테이션,Segmentation,운영체제,#,ㅅ,"세그멘테이션은 프로그램을 코드, 데이터, 스택 같은 논리적 단위의 가변 크기 세그먼트로 나누어 주소 변환과 보호를 수행하는 메모리 관리 방식입니다.","의미: 세그멘테이션은 주소를 세그먼트 번호와 오프셋으로 나누고, 세그먼트 테이블의 base와 limit를 이용해 물리 주소와 경계를 확인합니다. 프로그램 구조와 잘 맞아 보호와 공유를 논리 단위로 적용하기 쉽습니다. 활용: 페이징이 고정 크기 관리 효율에 강하다면 세그멘테이션은 의미 단위 보호에 강하지만 외부 단편화가 생길 수 있습니다. 현대 시스템은 페이징을 주로 쓰고 일부 아키텍처에서 세그먼트 개념을 제한적으로 활용합니다. 금융권 면접에서는 두 방식의 단편화 종류와 보호 단위 차이를 명확히 말해야 합니다.","[[다단계 페이지 테이블]], [[역페이지 테이블]], [[가상 메모리]], [[요구 페이징]], [[프로세스]]",보강 개념(페이지 직접 언급 없음),"운영체제 문제에서는 세그멘테이션의 정의만 쓰지 말고 관련 개념(다단계 페이지 테이블, 역페이지 테이블, 가상 메모리)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-451.svg,"세그멘테이션(운영체제)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 다단계 페이지 테이블, 역페이지 테이블, 가상 메모리",,,0
CS-452,세마포어,Semaphore,운영체제,#,ㅅ,세마포어는 정수 카운터와 원자적 wait/signal 연산으로 공유 자원 개수 제한과 스레드 간 실행 순서 제어를 표현하는 동기화 도구입니다.,"의미: 세마포어는 P(wait) 연산으로 값을 감소시키고 자원이 없으면 대기하며, V(signal) 연산으로 값을 증가시키고 대기 중인 스레드를 깨웁니다. 값이 1인 binary semaphore는 뮤텍스처럼 쓸 수 있고, counting semaphore는 여러 개 자원을 표현합니다. 활용: 세마포어는 생산자-소비자, 연결 풀, 동시 접속 제한에 유용하지만 소유권 개념이 약해 잘못된 signal이나 누락이 버그를 만들기 쉽습니다. 금융권에서는 외부 API 호출 수, DB 커넥션 수를 제한할 때 효과적이며, 타임아웃과 장애 복구 시 permit 누수를 조심해야 합니다.","[[임계구역]], [[상호배제]], [[뮤텍스]], [[모니터]], [[프로세스]]",06-01-00-프로세스와-스레드.md; 06-03-동기화와-교착상태.md,"운영체제 문제에서는 세마포어의 정의만 쓰지 말고 관련 개념(임계구역, 상호배제, 뮤텍스)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,중,/api/concept-images/CS-452.svg,"세마포어(운영체제)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 임계구역, 상호배제, 뮤텍스",,,0
CS-453,세션,Session,네트워크,#,ㅅ,세션은 여러 요청 사이에서 사용자 상태와 인증 문맥을 유지하기 위해 서버나 클라이언트가 관리하는 논리적 연결 상태입니다.,"의미: 세션은 HTTP처럼 무상태 요청이 반복되는 환경에서 로그인 사용자, 장바구니, 거래 단계 같은 문맥을 이어가기 위한 상태 관리 개념입니다. 서버 세션은 세션 ID만 쿠키로 보내고 상태는 서버에 저장하며, 토큰 방식은 일부 정보를 클라이언트가 들고 다닐 수 있습니다. 활용: 금융 서비스에서는 로그인 세션 만료, 동시 접속 제한, 거래 중 재인증, 세션 고정 방지, 로그아웃 처리가 중요합니다. 세션 ID가 노출되면 비밀번호 없이 사용자 권한으로 접근할 수 있어 HttpOnly, Secure, SameSite, TLS가 필요합니다. 면접에서는 쿠키는 상태 전달 수단, 세션은 상태 자체나 서버 측 문맥이라는 차이를 설명하면 좋습니다.","[[CA]], [[쿠키]], [[REST]], [[WebSocket]], [[TCP]]",05-05-SGI서울보증-기출.md; 10-03-01-XSS-SQL-Injection.md; 08-03-HTTP-DNS-TLS.md,"네트워크 문제에서는 세션의 정의만 쓰지 말고 관련 개념(CA, 쿠키, REST)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,중,/api/concept-images/CS-453.svg,"세션(네트워크)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: CA, 쿠키, REST",,,0
CS-454,세션 계층,Session Layer,네트워크,#,ㅅ,"세션 계층은 통신 양 끝의 대화 설정, 유지, 동기화, 종료를 다루는 OSI 계층으로 실제 TCP/IP에서는 응용에 흡수되는 경우가 많습니다.","의미: 세션 계층은 OSI 5계층으로, 애플리케이션 간 대화 세션을 열고 유지하며 체크포인트나 동기화, 재개 같은 기능을 개념적으로 담당합니다. 실제 인터넷 프로토콜 스택에서는 이 기능이 TCP, TLS, RPC, 애플리케이션 로직에 나뉘어 구현되는 경우가 많습니다. 활용: 면접에서는 세션 계층을 웹 로그인 세션과 혼동하지 않는 것이 중요합니다. OSI 모델의 세션 계층은 통신 대화 제어 개념이고, 웹 세션은 애플리케이션 상태 관리입니다. 장애 분석에서는 연결 수립은 전송 계층, 인증 세션 유지는 응용 계층 구현과 연결해 봅니다. 표현 계층과 함께 실제 프로토콜에서는 경계가 흐릴 수 있다는 점도 언급하면 좋습니다.","[[네트워크 계층]], [[전송 계층]], [[표현 계층]], [[응용 계층]], [[TCP]]",보강 개념(페이지 직접 언급 없음),"네트워크 문제에서는 세션 계층의 정의만 쓰지 말고 관련 개념(네트워크 계층, 전송 계층, 표현 계층)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-454.svg,"세션 계층(네트워크)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 네트워크 계층, 전송 계층, 표현 계층",,,0
CS-455,세타 조인,Theta Join,데이터베이스,#,ㅅ,세타 조인은 두 릴레이션을 동등 조건뿐 아니라 크기 비교나 범위 조건 같은 임의의 비교 조건으로 결합하는 일반화된 조인입니다.,"의미: 세타 조인은 조인 조건에 =, <, >, <=, >=, != 같은 비교 연산자를 사용할 수 있는 일반화된 조인이다. 동등 조인은 세타 조인 중 조건이 등호인 특수한 경우이며, 자연 조인은 이름이 같은 속성의 동등 조건을 암묵적으로 사용한다. 활용: 거래 금액이 등급 구간의 최소·최대 금액 사이에 있는지 매칭하거나, 날짜 범위가 겹치는 이력을 찾을 때 사용된다. 비동등 조건은 해시 조인보다 중첩 루프나 정렬 기반 처리가 될 수 있어 인덱스와 범위 선택도가 중요하다. 조건이 넓으면 결과 행이 급증할 수 있다.","[[프로젝션]], [[조인]], [[자연 조인]], [[외부 조인]], [[SQL]]",보강 개념(페이지 직접 언급 없음),"데이터베이스 문제에서는 세타 조인의 정의만 쓰지 말고 관련 개념(프로젝션, 조인, 자연 조인)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,하,/api/concept-images/CS-455.svg,"세타 조인(데이터베이스)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 프로젝션, 조인, 자연 조인",,,0
